name,url,distinction,reservation_link,description_en,postal_code,region,locality,lat,lon,price_lvl,genre
三宅 輝／Miyake Akira,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/miyake-akira,,https://omakase.in/r/jd225147?utm_source=michelinofficial&utm_medium=referral&utm_content=booking_btn,岐阜県出身の店主が発信する、ふるさとの工芸と食。多治見市の窯元で育ったことから、自ら作陶した美濃焼の器に盛る。暑い町としても知られ、鰻は精がつくと地元で好まれてきた。香ばしい鰻丼は締めの一品。キャビアと魚介の小丼、蟹の小鍋仕立て、和牛の炭火焼など、ご馳走感ある献立に気持ちが高まる。,106-0032,東京,東京,35.663262,139.734469,¥¥¥¥,日本料理
ラ・ファソン 古賀／La façon Koga,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/la-facon-koga,,,「ソースは人生」と語る古賀義英。ポルト、マデラ、ベルモットなどワインの香るソース。時代を見据え油脂を減らしクリアな味に。食材選び、その持ち味を抽出するフォンの仕込み、徹底する仕事に経験値が表れる。昼に供す、カレーソースは集大成の一つ。恩師井上旭から受け継ぐ職人魂を味わいたい。,151-0064,東京,東京,35.66879,139.680871,¥¥¥,フランス料理
広東名菜 赤坂璃宮／Canton Meisai Akasaka Rikyu,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/canton-meisai-akasaka-rikyu,,https://www.tablecheck.com/shops/rikyu-akasaka/reserve?utm_source=michelin_guide,長年にわたり広東の味を広めてきた中国料理店。海鮮、焼物、点心を軸とする品揃えはバラエティーに富む。中でもハタの姿蒸しは代表格。蒸し餃子や焼売もおすすめ。魚介や野菜の塩味炒め、干した鮑やナマコの煮込みも。目指すのは正統な広東料理。香港に負けない料理を掲げてきた譚彦彬の精神が宿る。,107-6302,東京,東京,35.673036,139.73606,¥¥¥,中国料理
八雲／YAKUMO,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/yakumo,ビブグルマン：価格以上の満足感が得られる料理,,客が名物のワンタン麺を求めやってくる。生姜の効いた豚肉、食感が引き立つ海老、二種のワンタンが人気を支える。どちらも味わうなら特製を試したい。スープは白醤油の「白だし」、濃口醤油の「黒だし」。二つを合わせた「ミックス」もある。細麺のほか平打ち麺も選べ、自分好みに注文できるのが嬉しい。,153-0043,東京,東京,35.65014,139.686847,¥,ラーメン
すし処 志げる／Sushidokoro Shigeru,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/sushidokoro-shigeru,ビブグルマン：価格以上の満足感が得られる料理,,主人は肩肘張らない町のすし屋を思い描いてきた。小さなカウンターは親近感が湧き、気さくな接客に気持ちが表れる。どの種にも仕事をするのが信念。締める、漬ける、煮るだけでなく、持ち前の包丁技も加わり、握りを完成させる。つまみ付きのおまかせもあるが、本来のすし屋の姿、握りに重点を置く。,160-0006,東京,東京,35.691759,139.721697,¥¥,寿司
明寂／Myojaku,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/myojaku,2つ星：優れた料理,https://omakase.in/r/ff108237?utm_source=michelinofficial&utm_medium=referral&utm_content=booking_btn,中村英利は日本料理の型にとらわれない。大切なのは「執着しないこと」と語り、常に思考を巡らせ新たな可能性を探る。体現するのが水と塩のみで調理する野菜の水煮。昆布と鰹節に頼らず、素材そのものと日本の宝である水を表現する。野山や海川の恵みを自然体で受けとめる料理は水のように清らかで純粋。,106-0031,東京,東京,35.659411,139.726652,¥¥¥¥,日本料理
港式料理 鴻禧／Koshikiryori Koki,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/koshikiryori-koki,1つ星：高品質な料理,https://omakaseje.com/restaurants/po859570?utm_source=michelinofficial&utm_medium=referral&utm_content=booking_btn,「トミーさん」の愛称で親しまれる香港出身のシェフ。臨場感あるオープンキッチンで中華鍋を振り、時にはユーモアも交えゲストを惹きつけてくれる。定番の鶏白子のペースト揚げは客が求める自慢の一品。大皿で供される豚や鶏、伊勢海老は、中国料理の醍醐味と一斉スタートなのを納得させてくれる。,105-0003,東京,東京,35.666703,139.751646,¥¥¥,中国料理
トワヴィサージュ／TROIS VISAGES,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/trois-visages,1つ星：高品質な料理,https://www.tablecheck.com/shops/troisvisages/reserve?utm_source=michelin_guide,TROIS VISAGESとは三つの顔。生産者、ゲスト、スタッフが集う劇場ととらえ、食と人を繋ぎ共演。料理の印象を残す「主役」、地方の食文化を広める「伝播」、意味のある素材に限る「意図」と料理も三つの要素。國長亮平シェフが脇役の食材を主役にするのも人への思い。連帯感から生まれる料理だ。,104-0061,東京,東京,35.667149,139.765611,¥¥¥,"フランス料理, 現代風料理"
飄香／Piao-Xiang,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/piao-xiang,1つ星：高品質な料理,https://omakaseje.com/r/xz269556?utm_source=michelinofficial&utm_medium=referral&utm_content=booking_btn,四川料理の魅力に取り憑かれた井桁良樹シェフ。現地に唐辛子が伝来したのは四世紀前。唐辛子がない時代の古典から、古き良き料理を進化させ歴史を紡ぐ。よってコースは辛くない味で構成され、24の味付けと54の調理法から成る四川料理の魅力を存分に味わえる。更に、料理説明によって奥深さに魅せられる。,150-0012,東京,東京,35.649081,139.719531,¥¥¥,中国料理
広尾 石阪／Hiroo Ishizaka,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/hiroo-ishizaka,1つ星：高品質な料理,,堅実な仕事を守りながらも自らの個性を示す。中トロから握り始め、うにの軍艦巻は食べ比べ。椎茸の一貫には独自性を求めた。ぼたん海老、だし巻玉子を握るのにも主張がある。夏は両親が育てた胡瓜をかっぱ巻にする。醤油アイスクリームは、すし屋ならではの味で締めるストーリー性を持たせた。,150-0012,東京,東京,35.649081,139.719531,¥¥¥,寿司
コウタロウ ハセガワ ダウンタウン キュイジーヌ／KOTARO Hasegawa DOWNTOWN CUISINE,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/kotaro-hasegawa-downtown-cuisine,,,地元の佐竹商店街で掲げた“ダウンタウンキュイジーヌ”。シェフは下町に思いを寄せ親しみ深い和食器でテーブルを彩る。きっかけは日本文化の発信をコンセプトに出場した世界料理コンクール。和素材を使った料理が賞を受けた。高みを目指した情熱はそのままに、故郷への恩返しと感謝を込めた一皿を振舞う。,110-0016,東京,東京,35.705731,139.781121,¥¥¥,フランス料理
妻恋坂 けい吾／Tsumakoizaka Keigo,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/tsumakoizaka-keigo,,https://omakaseje.com/r/vp674577?utm_source=michelinofficial&utm_medium=referral&utm_content=booking_btn,日本料理、天ぷら、蕎麦が味わえるおまかせに、阿部圭吾の個性が際立つ。季節の日本料理から始まり、太白胡麻油で揚げる天ぷらへ、手打ちした十割蕎麦と冷麦で締めくくる。秋田の名産を扱うのは地元ゆえ。気配りのある女将の接客は店の支え。夫婦で営む割烹店は、妻恋坂という場所に似つかわしい。,113-0034,東京,東京,35.703876,139.769647,¥¥¥,"日本料理, 蕎麦"
車力門 おの澤／Sharikimon Onozawa,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/sharikimon-onozawa,1つ星：高品質な料理,https://omakase.in/r/cv507062?utm_source=michelinofficial&utm_medium=referral&utm_content=booking_btn,守らなければならない伝統と、破らなければならない型に工夫を図る。椀物や造りは基本を守り安心感。うなぎは、蒲焼と白焼を一緒に盛りご馳走感。合間に鮪と沢庵の巻物で満足感。締めは蕎麦とカレーで親近感。破るは徹底してやり抜く意もある。小野澤誠と板前の情熱と客が楽しむ一体感が堪能できる。,160-0007,東京,東京,35.689236,139.722586,¥¥¥¥,日本料理
ヘイフンテラス／Hei Fung Terrace,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/hei-fung-terrace,,https://www.tablecheck.com/shops/the-peninsula-tokyo-hei-fung-terrace/reserve?utm_source=michelin_guide,中国の庭園をイメージした空間は、内装や調度から異国情緒漂う。香港の系列店だけに広東料理を基本とする。点心師による小籠包や餃子。焼き師による釜焼きの豚や鶏。豊富な食材が揃い、オイスター煮込みやXO醤、豆鼓炒めなど好みの味付けや調理法が選べる。皇居外苑が見えるテーブル席や個室はおすすめ。,100-0006,東京,東京,35.67458,139.76074,¥¥¥,中国料理
初小川／Hatsuogawa,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/hatsuogawa,ビブグルマン：価格以上の満足感が得られる料理,,三代続く鰻屋は1907年創業。女将と息子二人で暖簾を守っている。新しい建物の店内は、長年親しまれてきた趣を残し、変わらぬ良さを今も伝える。鰻も同様、昔ながらの手法を貫くため時間がかかるが、丁寧な仕事に納得の味。玉子豆腐、みそ豆といった一品料理をつまみながら、出来上がりを気長に待ちたい。,111-0034,東京,東京,35.709758,139.794528,¥,うなぎ
麻布 かどわき／Azabu Kadowaki,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/azabu-kadowaki,3つ星：特別な料理,https://omakase.in/r/gh695157?utm_source=michelinofficial&utm_medium=referral&utm_content=booking_btn,自在な発想の原点にあるのは人の喜び。「客は師なり」との思いから、いかに楽しんでもらえるか考えてきた。その例がトリュフご飯。日本料理では使わなかった茸を創作し、店の代名詞となった。料理には人を幸せにする力があると語る門脇俊哉。洋の素材と和の技法を掛け合わせ、国境のない名物に平和を願う。,106-0045,東京,東京,35.655993,139.733551,¥¥¥¥,日本料理
ジュリア／JULIA,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/julia-1209244,,https://www.tablecheck.com/ja/julia/reserve/message?utm_source=michelin_guide,シェフの妻とソムリエの夫がチームを率いるレストラン。おまかせはペアリングのみ。国産食材とジャパニーズワインに特化し、日本のテロワールを世界に発信する。夫の故郷と店の創業地から茨城の食材がほとんど。野菜や魚にフルーツを合わせるのも特長。独学してきた自由な料理は色彩鮮やかで軽やか。,150-0001,東京,東京,35.669816,139.714034,¥¥¥¥,現代風料理
ロッツォ シチリア／ROZZO SICILIA,https://guide.michelin.com/jp/ja/tokyo-region/tokyo/restaurant/rozzo-sicilia,ビブグルマン：価格以上の満足感が得られる料理,,修業中に意気投合した料理人と給仕人によるシチリア食堂。南イタリアの陽気なムードに包まれ、中村シェフの料理と阿部マネージャーのもてなしがゲストを喜ばせる。ひよこ豆のフリット、魚介のクスクス、郷土菓子のカンノーロなど、本場の味をストレートに表現。食卓にレモンを欠かさないのもシチリアらしい。,108-0072,東京,東京,35.646974,139.731756,¥¥,イタリア料理
