awards,name,station,genre,pr,dinner_budget,lunch_budget,rating,holiday,url,reserve_status,reserve_method,opening_time,geo_coordinates,telephone,address,num_review
食べログ ラーメン TOKYO 百名店 2023 選出店,らぁめん小池,上北沢駅 202m , ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.79,-,https://tabelog.com/tokyo/A1318/A131809/13172994/,予約不可,,,"35.67049773867695,139.622377884377",非公開,東京都世田谷区上北沢4-19-18 上北沢ハイネスコーポ1F,1637
食べログ ラーメン TOKYO 百名店 2023 選出店,ラーメン 健やか,三鷹駅 330m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,～￥999,～￥999,3.79,月曜日,https://tabelog.com/tokyo/A1320/A132002/13207054/,予約不可,,,"35.70381315122313,139.56433588370163",0422-57-7935,東京都武蔵野市中町1-28-1 矢島ビル 102,1339
食べログ ラーメン TOKYO 百名店 2023 選出店,神名備,西日暮里駅 560m , ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.79,月曜日、火曜日,https://tabelog.com/tokyo/A1311/A131105/13006070/,予約不可,,,"35.73108993868254,139.76072668489203",非公開,東京都文京区千駄木4-21-3 ,1202
食べログ ラーメン TOKYO 百名店 2023 選出店,中華そば屋 伊藤,王子神谷駅 939m , ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.79,-,https://tabelog.com/tokyo/A1323/A132304/13008779/,予約不可,,,"35.76323243865741,139.74594928522706",03-3913-2477,東京都北区豊島4-5-3 ,1194
食べログ ラーメン TOKYO 百名店 2023 選出店,寿製麺 よしかわ 西台駅前店,西台駅 218m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(油そば・まぜそば)、ラーメン・つけ麺(つけ麺),,～￥999,～￥999,3.79,-,https://tabelog.com/tokyo/A1322/A132205/13228611/,予約不可,,,"35.78590843862033,139.67472638550606",03-5948-7695,東京都板橋区蓮根3-8-14 ,1111
食べログ ラーメン TOKYO 百名店 2023 選出店,麺や金時,江古田駅 512m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(汁なし担々麺),,"￥1,000～￥1,999","￥1,000～￥1,999",3.79,月曜日、日曜日,https://tabelog.com/tokyo/A1321/A132101/13139195/,予約不可,,,"35.73831963865169,139.67828588502286",03-5926-7566,東京都練馬区小竹町1-2-7 ,1100
食べログ ラーメン TOKYO 百名店 2023 選出店,Ramen にじゅうぶんのいち,東尾久三丁目駅 164m , ラーメン・つけ麺(ラーメン),,-,-,3.79,月曜日、木曜日、祝日,https://tabelog.com/tokyo/A1324/A132401/13147594/,予約不可,,,"35.74459213867784,139.77292858501986",不明の為情報お待ちしております,東京都荒川区東尾久2-19-10 西脇ビル 1F,998
食べログ ラーメン TOKYO 百名店 2023 選出店,麺屋 翔 本店,西武新宿駅 320m , ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.78,-,https://tabelog.com/tokyo/A1304/A130401/13040181/,予約不可,,,"35.69659313868403,139.69660048458854",03-3364-5787,東京都新宿区西新宿7-22-34 ,3323
食べログ ラーメン TOKYO 百名店 2023 選出店,はやし,渋谷駅 334m , ラーメン・つけ麺(ラーメン),,-,-,3.78,水曜日、日曜日、祝日,https://tabelog.com/tokyo/A1303/A130301/13003367/,予約不可,,,"35.6573247387094,139.69798248419093",03-3770-9029,東京都渋谷区道玄坂1-14-9 ソシアル道玄坂 1F,2716
,SOBA HOUSE 金色不如帰 新宿御苑本店,新宿御苑前駅 221m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,～￥999,～￥999,3.78,月曜日、日曜日,https://tabelog.com/tokyo/A1304/A130402/13222172/,予約不可,,,"35.6887839386927,139.7082915845015",03-5315-4733,東京都新宿区新宿2-4-1 第22宮廷マンション 1F,2419
食べログ ラーメン TOKYO 百名店 2023 選出店,煮干鰮らーめん 圓 八王子本店,京王八王子駅 497m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,"￥1,000～￥1,999","￥1,000～￥1,999",3.78,-,https://tabelog.com/tokyo/A1329/A132904/13091258/,予約不可,,,"35.66032373859299,139.33842288447326",非公開,東京都八王子市横山町21-21 ,2254
食べログ ラーメン TOKYO 百名店 2023 選出店,煮干しつけ麺 宮元,蒲田駅 304m , ラーメン・つけ麺(つけ麺)、ラーメン・つけ麺(ラーメン),【蒲田駅徒歩4分】全てオンリーワンのラーメン屋！！,"￥1,000～￥1,999","￥1,000～￥1,999",3.78,日曜日,https://tabelog.com/tokyo/A1315/A131503/13180862/,予約不可,,,"35.56422703877345,139.71342768323976",03-5703-0213,東京都大田区西蒲田7-8-1 1F,2205
食べログ ラーメン TOKYO 百名店 2023 選出店,麺処 銀笹,築地市場駅 349m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,"￥1,000～￥1,999","￥1,000～￥1,999",3.78,日曜日、祝日,https://tabelog.com/tokyo/A1301/A130103/13119563/,予約不可,,,"35.666224738724594,139.76342108423498",03-3543-0280,東京都中央区銀座8-15-2 藤ビル 1F,2036
食べログ ラーメン TOKYO 百名店 2023 選出店,らーめん改,蔵前駅 157m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,"￥1,000～￥1,999","￥1,000～￥1,999",3.78,-,https://tabelog.com/tokyo/A1311/A131103/13191776/,予約不可,,,"35.70443963870884,139.79015598460222",03-3864-6055,東京都台東区蔵前4-20-10 宮内ビル 1F,2029
,つけそば 神田 勝本,神保町駅 250m , ラーメン・つけ麺(つけ麺)、ラーメン・つけ麺(ラーメン),,-,-,3.78,日曜日,https://tabelog.com/tokyo/A1310/A131003/13192433/,予約不可,,,"35.6974873387035,139.75956338455345",不明の為情報お待ちしております,東京都千代田区神田猿楽町1-2-4 ,2023
食べログ ラーメン TOKYO 百名店 2023 選出店,田中商店 本店,六町駅 996m , ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.78,-,https://tabelog.com/tokyo/A1324/A132404/13003726/,予約不可,,,"35.78466575488232,139.81092557074118",03-3860-3232,東京都足立区一ツ家2-14-6 ,1919
食べログ ラーメン TOKYO 百名店 2023 選出店,中華そば 和渦 TOKYO,北品川駅 92m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,"￥1,000～￥1,999","￥1,000～￥1,999",3.78,日曜日,https://tabelog.com/tokyo/A1314/A131405/13233678/,予約不可,,,"35.6218922387448,139.7384383838047",03-6433-1224,東京都品川区北品川3-2-1 MTM STUDIO 2F,1750
食べログ ラーメン TOKYO 百名店 2023 選出店,竹末東京Premium,押上駅 456m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,"￥1,000～￥1,999","￥1,000～￥1,999",3.78,火曜日、水曜日、木曜日、金曜日、土曜日、日曜日,https://tabelog.com/tokyo/A1312/A131203/13167920/,予約不可,,,"35.70814313871523,139.8176395846204",03-5610-4649,東京都墨田区業平5-14-7 フラーリシ押上 1F,1725
食べログ ラーメン TOKYO 百名店 2023 選出店,かしわぎ,東中野駅 394m , ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.78,火曜日,https://tabelog.com/tokyo/A1319/A131901/13209326/,予約不可,,,"35.70428243867565,139.6856479846739",不明の為情報お待ちしております,東京都中野区東中野1-36-7 ,1489
食べログ ラーメン TOKYO 百名店 2023 選出店,スパイス・ラー麺 卍力 西葛西店,西葛西駅 187m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,～￥999,～￥999,3.78,水曜日,https://tabelog.com/tokyo/A1313/A131305/13168253/,予約不可,,,"35.66586063875493,139.85797588416503",03-6848-1346,東京都江戸川区西葛西3-16-5 スワームマンションⅡ 1F,1457
食べログ ラーメン TOKYO 百名店 2023 選出店,はつね,西荻窪駅 40m , ラーメン・つけ麺(ラーメン),,-,-,3.78,月曜日、日曜日,https://tabelog.com/tokyo/A1319/A131907/13000717/,予約不可,,,"35.70346173864883,139.59979488472578",03-3333-8501,東京都杉並区西荻南3-11-9 ,1441
食べログ ラーメン TOKYO 百名店 2023 選出店,支那そば たんたん亭,浜田山駅 30m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,"￥1,000～￥1,999","￥1,000～￥1,999",3.78,-,https://tabelog.com/tokyo/A1318/A131805/13000705/,予約不可,,,"35.68181633867136,139.6274104844878",03-3329-4061,東京都杉並区浜田山3-31-4 ,1390
食べログ ラーメン TOKYO 百名店 2023 選出店,カネキッチン ヌードル,東長崎駅 127m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,"￥1,000～￥1,999","￥1,000～￥1,999",3.78,水曜日,https://tabelog.com/tokyo/A1321/A132101/13203355/,予約不可,,,"35.729030738659,139.68272848492592",03-5906-5377,東京都豊島区南長崎5-26-15 マチテラス南長崎 2F,1359
,メンドコロ キナリ,東中野駅 319m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),フランス料理のエッセンスがきらりと光る、極上の無化調ラーメン。,～￥999,～￥999,3.78,水曜日,https://tabelog.com/tokyo/A1319/A131901/13221001/,予約不可,,,"35.70565453867495,139.6861636846874",03-6279-1273,東京都中野区東中野1-51-4 大総ビル 1F,1352
,煮干そば 流。,十条駅 92m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺)、ラーメン・つけ麺(油そば・まぜそば),,～￥999,～￥999,3.78,火曜日,https://tabelog.com/tokyo/A1323/A132304/13175140/,予約不可,,,"35.76108153865128,139.72240518522185",03-6454-3983,東京都北区上十条1-13-2 ,1338
食べログ ラーメン TOKYO 百名店 2023 選出店,ラーメン巌哲,早稲田（都電）駅 298m , ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.78,日曜日,https://tabelog.com/tokyo/A1305/A130504/13167439/,予約不可,,,"35.71116573868282,139.72188698471803",03-6302-1281,東京都新宿区西早稲田1-10-4 ,1209
食べログ ラーメン TOKYO 百名店 2023 選出店,麺創庵 砂田,庚申塚駅 430m , ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.78,月曜日、木曜日、祝後日,https://tabelog.com/tokyo/A1322/A132201/13246362/,予約可,X（旧Twitter）のプロフィールのリンクより土日祝・繁忙時のピークタイムのファストパス予約受付中,,"35.7373865386699,139.73360628497466",不明の為情報お待ちしております,東京都豊島区巣鴨4-24-6 富士ビル,1166
,麺屋鈴春,本郷三丁目駅 292m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,"￥1,000～￥1,999","￥1,000～￥1,999",3.78,日曜日,https://tabelog.com/tokyo/A1310/A131004/13250293/,予約不可,,,"35.70487533869921,139.7608152846272",03-6801-5233,東京都文京区本郷2-26-1 福重ビル 1F,1102
食べログ ラーメン TOKYO 百名店 2023 選出店,らぁめん 葉月,雪が谷大塚駅 288m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,"￥1,000～￥1,999","￥1,000～￥1,999",3.78,月曜日、火曜日,https://tabelog.com/tokyo/A1317/A131714/13008248/,予約不可,,,"35.59013573874602,139.6789728835256",03-3727-5958,東京都大田区雪谷大塚町11-8 ,1068
食べログ ラーメン TOKYO 百名店 2023 選出店,函館塩ラーメン 五稜郭,荻窪駅 233m , ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.78,月曜日、火曜日,https://tabelog.com/tokyo/A1319/A131906/13154596/,予約不可,,,"35.70661363865331,139.6201418847434",不明の為情報お待ちしております,東京都杉並区天沼3-28-7 ,1064
食べログ ラーメン TOKYO 百名店 2023 選出店,中洲屋台長浜ラーメン初代 健太 東京高円寺本店,高円寺駅 450m , ラーメン・つけ麺(ラーメン),,-,-,3.78,月曜日,https://tabelog.com/tokyo/A1319/A131904/13183596/,予約不可,,,"35.709115218158736,139.65152367642543",090-9795-8746,東京都中野区大和町1-66-6 ,949
,超純水採麺 天国屋,南町田グランベリーパーク駅 356m , ラーメン・つけ麺(ラーメン),,"￥1,000～￥1,999","￥1,000～￥1,999",3.78,水曜日,https://tabelog.com/tokyo/A1327/A132701/13262390/,予約可,土日祝のみ当日ご来店電話予約受付(AM 7時からAM10時迄)0428507731 平日の予約は不可。土日祝のみ時間指定の整理券（ホワイトボードに貼ってあるマグネットを取り、指定時間に集合）一人一枚(連食の場合、食数分),,"35.50909743873195,139.4731754828513",042-850-7731,東京都町田市鶴間3-13-13 ,441
食べログ ラーメン TOKYO 百名店 2023 選出店,六厘舎,東京駅 120m , ラーメン・つけ麺(つけ麺)、ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.77,-,https://tabelog.com/tokyo/A1302/A130201/13093047/,予約不可,,,"35.68005858694283,139.76784637978335",03-3286-0166,東京都千代田区丸の内1-9-1 東京駅一番街 B1F 東京ラーメンストリート内,5885
食べログ ラーメン TOKYO 百名店 2023 選出店,風雲児 新宿本店,南新宿駅 410m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,～￥999,～￥999,3.77,-,https://tabelog.com/tokyo/A1304/A130401/13044091/,予約不可,,,"35.68683393869023,139.69663918448992",03-6413-8480,東京都渋谷区代々木2-14-3 北斗第一ビルB1F,4167
食べログ ラーメン TOKYO 百名店 2023 選出店,つけ麺 五ノ神製作所,新宿三丁目駅 420m , ラーメン・つけ麺(つけ麺),,"￥1,000～￥1,999","￥1,000～￥1,999",3.77,-,https://tabelog.com/tokyo/A1304/A130401/13120708/,予約不可,,,"35.68735063869221,139.70386148449012",03-5379-0203,東京都渋谷区千駄ヶ谷5-33-16 シャトレー新宿御苑第一 1F,3989
食べログ ラーメン TOKYO 百名店 2023 選出店,麺屋ひょっとこ 交通会館店,有楽町駅 99m , ラーメン・つけ麺(ラーメン),,～￥999,～￥999,3.77,日曜日、祝日,https://tabelog.com/tokyo/A1301/A130102/13046637/,予約不可,,,"35.67515998734628,139.76434281461283",03-3211-6002,東京都千代田区有楽町2-10-1 東京交通会館 B1F,3932
食べログ ラーメン TOKYO 百名店 2023 選出店,むぎとオリーブ 銀座本店,東銀座駅 277m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,"￥1,000～￥1,999","￥1,000～￥1,999",3.77,水曜日,https://tabelog.com/tokyo/A1301/A130101/13164932/,予約不可,,,"35.669003438723124,139.76436028426238",03-3571-2123,東京都中央区銀座6-12-12 銀座ステラビル 1F,3921
食べログ ラーメン TOKYO 百名店 2023 選出店,麺や 七彩,八丁堀駅 315m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,"￥1,000～￥1,999","￥1,000～￥1,999",3.77,-,https://tabelog.com/tokyo/A1302/A130203/13184399/,予約不可,,,"35.67717683872174,139.77632958433657",03-5566-9355,東京都中央区八丁堀2-13-2 ,3234
,新橋 纏,新橋駅 192m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),,～￥999,～￥999,3.77,-,https://tabelog.com/tokyo/A1301/A130103/13156937/,予約不可,,,"35.6657722387226,139.7562739842354",03-3436-6003,東京都港区新橋3-13-2 IKENO-5 1F,3093
食べログ ラーメン TOKYO 百名店 2023 選出店,ラーメン二郎 三田本店,三田駅 530m , ラーメン・つけ麺(ラーメン),,-,-,3.77,日曜日,https://tabelog.com/tokyo/A1314/A131402/13006051/,予約不可,,,"35.64805963872919,139.74163248406674",非公開,東京都港区三田2-16-4 ,2571
食べログ ラーメン TOKYO 百名店 2023 選出店,麺処 ほん田 秋葉原本店,秋葉原駅 65m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺)、ラーメン・つけ麺(汁なし担々麺),,"￥1,000～￥1,999","￥1,000～￥1,999",3.77,水曜日,https://tabelog.com/tokyo/A1310/A131001/13246285/,予約可,Table Checkにて予約可,,"35.6982010387077,139.7742040845504",070-7793-3979,東京都千代田区神田花岡町1-19 ,2525
食べログ ラーメン TOKYO 百名店 2023 選出店,つけめん金龍,小川町駅 120m , ラーメン・つけ麺(ラーメン)、ラーメン・つけ麺(つけ麺),トロミのある鰹昆布出汁に浸った麺とキリッとした魚介出汁で食べる新感覚のつけめん！,"￥1,000～￥1,999","￥1,000～￥1,999",3.77,-,https://tabelog.com/tokyo/A1310/A131002/13259807/,予約不可,,,"35.693908038707995,139.76649948451242",未開通,東京都千代田区神田司町2-15-16 サトウビル 1F,2237
